"x1","y1","x0","y0","estimate0","estimate1"
4.04904315933487,4.32191284508395e-08,97.8634695016506,9.59637855264927e-09,3274.5478267651,3283.78206229173
20.3854461215293,8.57089678598101e-08,112.218211303992,2.50589254109553e-08,3274.5478267651,3283.78206229173
36.7218490837236,1.62046968286668e-07,126.572953106334,5.92432037746724e-08,3274.5478267651,3283.78206229173
53.058252045918,2.92414803181625e-07,140.927694908676,1.27306845198474e-07,3274.5478267651,3283.78206229173
69.3946550081124,5.04229038120009e-07,155.282436711018,2.49709368204612e-07,3274.5478267651,3283.78206229173
85.7310579703068,8.31948507573766e-07,169.63717851336,4.49102582278504e-07,3274.5478267651,3283.78206229173
102.067460932501,1.31526797450685e-06,183.991920315702,7.44224730517946e-07,3274.5478267651,3283.78206229173
118.403863894696,1.99537064986213e-06,198.346662118044,1.14250051982771e-06,3274.5478267651,3283.78206229173
134.74026685689,2.90933700479355e-06,212.701403920386,1.63471958182797e-06,3274.5478267651,3283.78206229173
151.076669819084,4.08336042542651e-06,227.056145722727,2.19502461503535e-06,3274.5478267651,3283.78206229173
167.413072781279,5.52595638116826e-06,241.410887525069,2.78691032041342e-06,3274.5478267651,3283.78206229173
183.749475743473,7.22269716396048e-06,255.765629327411,3.37096961187223e-06,3274.5478267651,3283.78206229173
200.085878705667,9.13400980258457e-06,270.120371129753,3.91578922635354e-06,3274.5478267651,3283.78206229173
216.422281667862,1.1197166589912e-05,284.475112932095,4.40382371680079e-06,3274.5478267651,3283.78206229173
232.758684630056,1.33328141116912e-05,298.829854734437,4.8296160467333e-06,3274.5478267651,3283.78206229173
249.095087592251,1.54542200708217e-05,313.184596536779,5.19940946159829e-06,3274.5478267651,3283.78206229173
265.431490554445,1.74719952679851e-05,327.539338339121,5.5303058606938e-06,3274.5478267651,3283.78206229173
281.767893516639,1.93346990000768e-05,341.894080141462,5.84768224044285e-06,3274.5478267651,3283.78206229173
298.104296478834,2.10211069640268e-05,356.248821943804,6.17948641910215e-06,3274.5478267651,3283.78206229173
314.440699441028,2.25437125985125e-05,370.603563746146,6.5484273081218e-06,3274.5478267651,3283.78206229173
330.777102403223,2.39454786941199e-05,384.958305548488,6.96588732389022e-06,3274.5478267651,3283.78206229173
347.113505365417,2.52911961873567e-05,399.31304735083,7.43147299413998e-06,3274.5478267651,3283.78206229173
363.449908327611,2.66548048777881e-05,413.667789153172,7.93837724378628e-06,3274.5478267651,3283.78206229173
379.786311289806,2.81047784210067e-05,428.022530955514,8.47989805161738e-06,3274.5478267651,3283.78206229173
396.122714252,2.96901411717368e-05,442.377272757856,9.05109941874033e-06,3274.5478267651,3283.78206229173
412.459117214194,3.14297448589642e-05,456.732014560198,9.64372491326786e-06,3274.5478267651,3283.78206229173
428.795520176389,3.33070065686602e-05,471.086756362539,1.02391284670274e-05,3274.5478267651,3283.78206229173
445.131923138583,3.52713949808848e-05,485.441498164881,1.08073453022252e-05,3274.5478267651,3283.78206229173
461.468326100778,3.72466573027868e-05,499.796239967223,1.13168041498216e-05,3274.5478267651,3283.78206229173
477.804729062972,3.91443300119831e-05,514.150981769565,1.1750627857987e-05,3274.5478267651,3283.78206229173
494.141132025166,4.08777498795893e-05,528.505723571907,1.21186443851709e-05,3274.5478267651,3283.78206229173
510.477534987361,4.23648845813008e-05,542.860465374249,1.24552229341854e-05,3274.5478267651,3283.78206229173
526.813937949555,4.35893168511446e-05,557.215207176591,1.28021399367825e-05,3274.5478267651,3283.78206229173
543.150340911749,4.45556784359912e-05,571.569948978933,1.31872755719366e-05,3274.5478267651,3283.78206229173
559.486743873944,4.52946377971973e-05,585.924690781274,1.36075787926152e-05,3274.5478267651,3283.78206229173
575.823146836138,4.58528680235148e-05,600.279432583616,1.40356575812988e-05,3274.5478267651,3283.78206229173
592.159549798333,4.62820695419502e-05,614.634174385958,1.44417661966421e-05,3274.5478267651,3283.78206229173
608.495952760527,4.66297774891894e-05,628.9889161883,1.48096450498985e-05,3274.5478267651,3283.78206229173
624.832355722722,4.6933627447175e-05,643.343657990642,1.51427810169963e-05,3274.5478267651,3283.78206229173
641.168758684916,4.72193353717982e-05,657.698399792984,1.54578760597697e-05,3274.5478267651,3283.78206229173
657.50516164711,4.75013486718404e-05,672.053141595326,1.57698679570494e-05,3274.5478267651,3283.78206229173
673.841564609305,4.77843780322945e-05,686.407883397667,1.60770388961035e-05,3274.5478267651,3283.78206229173
690.177967571499,4.80640800191855e-05,700.762625200009,1.63551616020736e-05,3274.5478267651,3283.78206229173
706.514370533693,4.83260205723962e-05,715.117367002351,1.65656764914032e-05,3274.5478267651,3283.78206229173
722.850773495888,4.85434076755697e-05,729.472108804693,1.66755411858417e-05,3274.5478267651,3283.78206229173
739.187176458082,4.86745699715541e-05,743.826850607035,1.6678995055578e-05,3274.5478267651,3283.78206229173
755.523579420277,4.86513093512275e-05,758.181592409377,1.66086933073135e-05,3274.5478267651,3283.78206229173
771.859982382471,4.84210816236877e-05,772.536334211719,1.65282690770628e-05,3274.5478267651,3283.78206229173
788.196385344665,4.79356953478405e-05,786.891076014061,1.6508385814053e-05,3274.5478267651,3283.78206229173
804.53278830686,4.71713043515492e-05,801.245817816402,1.65975477330747e-05,3274.5478267651,3283.78206229173
820.869191269054,4.61392589653543e-05,815.600559618744,1.68014198413234e-05,3274.5478267651,3283.78206229173
837.205594231248,4.48905712051406e-05,829.955301421086,1.70793113621045e-05,3274.5478267651,3283.78206229173
853.541997193443,4.3512317870215e-05,844.310043223428,1.73583531312634e-05,3274.5478267651,3283.78206229173
869.878400155637,4.21163985654256e-05,858.66478502577,1.755991188737e-05,3274.5478267651,3283.78206229173
886.214803117832,4.08229709519842e-05,873.019526828112,1.76299378202936e-05,3274.5478267651,3283.78206229173
902.551206080026,3.97421029705189e-05,887.374268630454,1.75622507990266e-05,3274.5478267651,3283.78206229173
918.88760904222,3.89574458453091e-05,901.729010432796,1.74102011964907e-05,3274.5478267651,3283.78206229173
935.224012004415,3.8515050703702e-05,916.083752235137,1.72681534879769e-05,3274.5478267651,3283.78206229173
951.560414966609,3.84190837625611e-05,930.438494037479,1.72177624455726e-05,3274.5478267651,3283.78206229173
967.896817928804,3.86345681731417e-05,944.793235839821,1.72989808192519e-05,3274.5478267651,3283.78206229173
984.233220890998,3.90962603149268e-05,959.147977642163,1.74975314243755e-05,3274.5478267651,3283.78206229173
