"x1","y1","x0","y0","estimate0","estimate1"
104.846023788379,1.06646178984355e-08,153.098406963378,9.92056877252403e-09,3301.90748294418,3265.90135498531
118.081460094491,2.69433395726005e-08,168.921896564305,4.66584528192697e-08,3301.90748294418,3265.90135498531
131.316896400603,6.17552332276973e-08,184.745386165231,1.63991146162068e-07,3301.90748294418,3265.90135498531
144.552332706715,1.28857907221263e-07,200.568875766157,4.31953168385517e-07,3301.90748294418,3265.90135498531
157.787769012827,2.45720673608279e-07,216.392365367083,8.6327642267526e-07,3301.90748294418,3265.90135498531
171.023205318939,4.3005271643401e-07,232.215854968009,1.34031774325554e-06,3301.90748294418,3265.90135498531
184.258641625051,6.94043537466436e-07,248.039344568935,1.71920508800035e-06,3301.90748294418,3265.90135498531
197.494077931163,1.03816257314157e-06,263.862834169861,1.96918964226655e-06,3301.90748294418,3265.90135498531
210.729514237275,1.44747518038009e-06,279.686323770787,2.16347185850303e-06,3301.90748294418,3265.90135498531
223.964950543387,1.89301592358576e-06,295.509813371713,2.38275217447054e-06,3301.90748294418,3265.90135498531
237.200386849499,2.33863916810919e-06,311.33330297264,2.6418223983662e-06,3301.90748294418,3265.90135498531
250.435823155611,2.75095829440619e-06,327.156792573566,2.88105206624045e-06,3301.90748294418,3265.90135498531
263.671259461723,3.10813194075464e-06,342.980282174492,3.04340084274141e-06,3301.90748294418,3265.90135498531
276.906695767835,3.40355272426934e-06,358.803771775418,3.15465199312954e-06,3301.90748294418,3265.90135498531
290.142132073947,3.64295847448329e-06,374.627261376344,3.30157173436703e-06,3301.90748294418,3265.90135498531
303.377568380059,3.83701524856311e-06,390.45075097727,3.53429906257281e-06,3301.90748294418,3265.90135498531
316.613004686171,3.99423500223636e-06,406.274240578196,3.83284411618361e-06,3301.90748294418,3265.90135498531
329.848440992283,4.11807997119456e-06,422.097730179122,4.1573074937564e-06,3301.90748294418,3265.90135498531
343.083877298395,4.21661174133538e-06,437.921219780048,4.48612787469113e-06,3301.90748294418,3265.90135498531
356.319313604507,4.30500471493756e-06,453.744709380975,4.82644213075963e-06,3301.90748294418,3265.90135498531
