"x","y"
150.0641329195,9.07683034504513e-09
165.899498348387,4.23221752085077e-08
181.734863777273,1.44153078107562e-07
197.57022920616,3.66926141161321e-07
213.405594635046,7.17078202650055e-07
229.240960063933,1.11844140839417e-06
245.076325492819,1.47263266721675e-06
260.911690921706,1.74684066097708e-06
276.747056350592,1.96690558003685e-06
292.582421779479,2.16785032673413e-06
308.417787208365,2.38027445419821e-06
324.253152637252,2.60232028868955e-06
340.088518066138,2.77411247130556e-06
355.923883495025,2.85965639430511e-06
371.759248923911,2.92929234667677e-06
387.594614352798,3.06352901106534e-06
403.429979781684,3.26078224769399e-06
419.265345210571,3.50011610078353e-06
435.100710639457,3.78984501021208e-06
450.936076068344,4.12638130003051e-06
466.77144149723,4.48142140289905e-06
482.606806926117,4.82816776473719e-06
498.442172355003,5.13518407172972e-06
514.27753778389,5.37163353838503e-06
530.112903212776,5.5385797639668e-06
545.948268641663,5.67685914678722e-06
561.783634070549,5.83443220769398e-06
577.618999499436,6.02612936273878e-06
593.454364928322,6.22164255808105e-06
609.289730357209,6.37033419614517e-06
625.125095786095,6.44937443429816e-06
640.960461214982,6.49420461674556e-06
656.795826643868,6.58151546473735e-06
672.631192072755,6.75961714305001e-06
688.466557501641,6.98604086224048e-06
704.301922930528,7.15439639849068e-06
720.137288359414,7.18829583561441e-06
735.972653788301,7.11352405802785e-06
751.808019217187,7.04377465981577e-06
767.643384646074,7.07400375895394e-06
783.47875007496,7.18477109694563e-06
799.314115503847,7.28022501494203e-06
815.149480932733,7.31796184653387e-06
830.98484636162,7.33986093543726e-06
846.820211790506,7.36450233297675e-06
862.655577219393,7.35626137238658e-06
878.490942648279,7.30532417896421e-06
894.326308077166,7.24351409561837e-06
910.161673506052,7.20964705971447e-06
925.997038934939,7.28162888500047e-06
941.832404363825,7.56871969931322e-06
957.667769792712,8.06561184836968e-06
973.503135221598,8.60319288500029e-06
989.338500650485,8.9832679792067e-06
1005.17386607937,9.11196761877726e-06
1021.00923150826,9.05505151482842e-06
1036.84459693714,8.96516199388055e-06
1052.67996236603,8.95885333671017e-06
1068.51532779492,9.0429223416327e-06
1084.3506932238,9.20950914546569e-06
1100.18605865269,9.51890317508449e-06
1116.02142408158,9.9835887796847e-06
1131.85678951046,1.04414260477909e-05
1147.69215493935,1.06755687074557e-05
1163.52752036824,1.06533399558279e-05
1179.36288579712,1.05346139482179e-05
1195.19825122601,1.04860006113988e-05
1211.0336166549,1.05662892890268e-05
1226.86898208378,1.07458296459876e-05
1242.70434751267,1.09608636359313e-05
1258.53971294155,1.11774492830814e-05
1274.37507837044,1.14368686062715e-05
1290.21044379933,1.17787751356966e-05
1306.04580922821,1.21392781616334e-05
1321.8811746571,1.2402752210047e-05
1337.71654008599,1.2553749291028e-05
1353.55190551487,1.27191748772132e-05
1369.38727094376,1.30172145711958e-05
1385.22263637265,1.34047187148858e-05
1401.05800180153,1.3744077568539e-05
1416.89336723042,1.39909716453936e-05
1432.72873265931,1.42387738492959e-05
1448.56409808819,1.45828495376914e-05
1464.39946351708,1.50174955684225e-05
1480.23482894597,1.54734426970478e-05
1496.07019437485,1.59139471220216e-05
1511.90555980374,1.63746204042453e-05
1527.74092523263,1.6888577792854e-05
1543.57629066151,1.74389928985168e-05
1559.4116560904,1.79999803263413e-05
1575.24702151928,1.85549177057582e-05
1591.08238694817,1.90418532054982e-05
1606.91775237706,1.93785944134683e-05
1622.75311780594,1.96217496256321e-05
1638.58848323483,1.99691013896635e-05
1654.42384866372,2.05970808457147e-05
1670.2592140926,2.14489665612689e-05
1686.09457952149,2.22475041996225e-05
1701.92994495038,2.27621811743302e-05
1717.76531037926,2.3059999810769e-05
1733.60067580815,2.3469869802989e-05
1749.43604123704,2.42346815186176e-05
1765.27140666592,2.52838845838783e-05
1781.10677209481,2.6381757435567e-05
1796.9421375237,2.74046934755134e-05
1812.77750295258,2.8394669663623e-05
1828.61286838147,2.93743756124902e-05
1844.44823381036,3.02884524244788e-05
1860.28359923924,3.1143281532804e-05
1876.11896466813,3.20716448237179e-05
1891.95433009701,3.31700503097473e-05
1907.7896955259,3.43624251613332e-05
1923.62506095479,3.54622660257493e-05
1939.46042638367,3.63227079135557e-05
1955.29579181256,3.7022503305332e-05
1971.13115724145,3.79191706627796e-05
1986.96652267033,3.94100348710299e-05
2002.80188809922,4.15720840722702e-05
2018.63725352811,4.40472147019543e-05
2034.47261895699,4.63304799046227e-05
2050.30798438588,4.81509626543847e-05
2066.14334981477,4.96081007126469e-05
2081.97871524365,5.10629890085731e-05
2097.81408067254,5.27931101700021e-05
2113.64944610143,5.46372606853404e-05
2129.48481153031,5.61315562937925e-05
2145.3201769592,5.72407831045804e-05
2161.15554238809,5.8681402429989e-05
2176.99090781697,6.11573844362724e-05
2192.82627324586,6.46828329122464e-05
2208.66163867475,6.87700265126246e-05
2224.49700410363,7.29198454237057e-05
2240.33236953252,7.67175376014933e-05
2256.1677349614,7.99159085774912e-05
2272.00310039029,8.26541415999994e-05
2287.83846581918,8.51916448161675e-05
2303.67383124806,8.79408122742179e-05
2319.50919667695,9.15500593464378e-05
2335.34456210584,9.62113707507132e-05
2351.17992753472,0.000100986330800088
2367.01529296361,0.000104771616965841
2382.8506583925,0.000107757529277838
2398.68602382138,0.000111010648993524
2414.52138925027,0.000115286763181841
2430.35675467916,0.000120492722830139
2446.19212010804,0.000125879970417108
2462.02748553693,0.000130675845478259
2477.86285096582,0.00013483382015374
2493.6982163947,0.000139144137823984
2509.53358182359,0.000144356344366733
2525.36894725247,0.000150729738046436
2541.20431268136,0.000158347266776415
2557.03967811025,0.000167142098374128
2572.87504353913,0.000176385410736622
2588.71040896802,0.000184889224488638
2604.54577439691,0.000192206884932907
2620.38113982579,0.000198963420158064
2636.21650525468,0.000206095463665248
2652.05187068357,0.000214506489958674
2667.88723611245,0.000224935751455533
2683.72260154134,0.00023727550156187
2699.55796697023,0.000250327289584304
2715.39333239911,0.000262984605512096
2731.228697828,0.000275268623415386
2747.06406325689,0.000287709910457472
2762.89942868577,0.000300587933062585
2778.73479411466,0.000313866898668679
2794.57015954355,0.000327463436677922
2810.40552497243,0.00034121073110185
2826.24089040132,0.00035522949775697
2842.0762558302,0.000370414462363734
2857.91162125909,0.000386995667727484
2873.74698668798,0.000404418405537207
2889.58235211686,0.000422450111955068
2905.41771754575,0.000440754604350286
2921.25308297464,0.000457962761995237
2937.08844840352,0.000472945917065108
2952.92381383241,0.000487182337567359
2968.7591792613,0.000502505663966373
2984.59454469018,0.000519051730950668
3000.42991011907,0.000535985476897529
3016.26527554796,0.000552977620722568
3032.10064097684,0.000570137164439249
3047.93600640573,0.000587146300233067
3063.77137183462,0.000604034526033083
3079.6067372635,0.000621315880235021
3095.44210269239,0.00063952496648107
3111.27746812127,0.000658496198950102
3127.11283355016,0.000677318208792883
3142.94819897905,0.000694568937465389
3158.78356440793,0.00070870559930454
3174.61892983682,0.000720301817373588
3190.45429526571,0.000732457884061605
3206.28966069459,0.000747662969535862
3222.12502612348,0.000764737083416312
3237.96039155237,0.000780102281681753
3253.79575698125,0.000791899790150213
3269.63112241014,0.000800983585436134
3285.46648783903,0.000808605163014509
3301.30185326791,0.000815002732578121
3317.1372186968,0.000820014797095912
3332.97258412569,0.000824045442829684
3348.80794955457,0.000827717940171814
3364.64331498346,0.000831354396015554
3380.47868041235,0.000834444217528054
3396.31404584123,0.000835388975574458
3412.14941127012,0.000833780137682444
3427.98477669901,0.000831381099723178
3443.82014212789,0.000830046377350502
3459.65550755678,0.00082879272248388
3475.49087298566,0.000824504261135484
3491.32623841455,0.000815488138447764
3507.16160384344,0.000802724423199845
3522.99696927232,0.00079076559054744
3538.83233470121,0.000784639425291406
3554.6677001301,0.00078397234469063
3570.50306555898,0.000781856944454848
3586.33843098787,0.000773321584679739
3602.17379641676,0.000761259159388925
3618.00916184564,0.000749221645659737
3633.84452727453,0.000736684315420945
3649.67989270342,0.000722272056021932
3665.5152581323,0.000706901018552222
3681.35062356119,0.000691754693701525
3697.18598899008,0.000676610974449458
3713.02135441896,0.000661509423091936
3728.85671984785,0.000646446254502402
3744.69208527673,0.000631148305781406
3760.52745070562,0.000615924030360815
3776.36281613451,0.000600983661072634
3792.19818156339,0.000584499486529936
3808.03354699228,0.000564173565882958
3823.86891242117,0.000541418963406695
3839.70427785005,0.000520378887713997
3855.53964327894,0.000503439514078512
3871.37500870783,0.00048991230844676
3887.21037413671,0.000477698394095777
3903.0457395656,0.000464384549831306
3918.88110499449,0.000448214336648867
3934.71647042337,0.000429805976220748
3950.55183585226,0.000411399362935527
3966.38720128115,0.0003939786158757
3982.22256671003,0.00037713956881882
3998.05793213892,0.000360688127318424
4013.89329756781,0.000344780421853154
4029.72866299669,0.000329353411683084
4045.56402842558,0.000314472122662235
4061.39939385446,0.000300641200657181
4077.23475928335,0.000287710014270041
4093.07012471224,0.000275226559303282
4108.90549014112,0.000263722201851392
4124.74085557001,0.000253546392658692
4140.5762209989,0.000242899008735192
4156.41158642778,0.000229706611395475
4172.24695185667,0.000215061495348996
4188.08231728556,0.000201687897982939
4203.91768271444,0.000190905236537134
4219.75304814333,0.000182281235431101
4235.58841357222,0.000174655851709181
4251.4237790011,0.000166714958448582
4267.25914442999,0.000157847977077118
4283.09450985888,0.000148851380704198
4298.92987528776,0.000140394303014382
4314.76524071665,0.000132242058205302
4330.60060614554,0.000124248371326938
4346.43597157442,0.00011655034829307
4362.27133700331,0.000108973830578081
4378.10670243219,0.000101366830491988
4393.94206786108,9.43036326040282e-05
4409.77743328997,8.84073905622073e-05
4425.61279871885,8.34989505571386e-05
4441.44816414774,7.89862221861663e-05
4457.28352957663,7.46134381240057e-05
4473.11889500551,7.04737854541079e-05
4488.9542604344,6.65989231259486e-05
4504.78962586329,6.28491857030918e-05
4520.62499129217,5.89985607535818e-05
4536.46035672106,5.49049344066013e-05
4552.29572214995,5.07667555425783e-05
4568.13108757883,4.7051327686774e-05
4583.96645300772,4.40045566969478e-05
4599.80181843661,4.13798619658892e-05
4615.63718386549,3.87927179000226e-05
4631.47254929438,3.61527417212211e-05
4647.30791472327,3.35829546525766e-05
4663.14328015215,3.11993373036851e-05
4678.97864558104,2.90432619534468e-05
4694.81401100992,2.70379354249779e-05
4710.64937643881,2.50457750801286e-05
4726.4847418677,2.30715531704892e-05
4742.32010729658,2.13306650406507e-05
4758.15547272547,1.99548023544104e-05
4773.99083815436,1.88218645021186e-05
4789.82620358324,1.77391551604925e-05
4805.66156901213,1.65897495030395e-05
4821.49693444102,1.53396049832515e-05
4837.3322998699,1.40588032334967e-05
4853.16766529879,1.29093474918702e-05
4869.00303072768,1.1940209404438e-05
4884.83839615656,1.10672443644056e-05
4900.67376158545,1.02347944021457e-05
4916.50912701434,9.46594687389359e-06
4932.34449244322,8.79687685893345e-06
4948.17985787211,8.22610926965455e-06
4964.01522330099,7.73593458288977e-06
4979.85058872988,7.29658487706706e-06
4995.68595415877,6.85884643990559e-06
5011.52131958765,6.38861935316518e-06
5027.35668501654,5.89811882576172e-06
5043.19205044543,5.41771171344354e-06
5059.02741587431,4.95136453185479e-06
5074.8627813032,4.49424598316402e-06
5090.69814673209,4.07501060948499e-06
5106.53351216097,3.74621240372324e-06
5122.36887758986,3.52531473448119e-06
5138.20424301875,3.369686970802e-06
5154.03960844763,3.2169216529983e-06
5169.87497387652,3.02635054637137e-06
5185.71033930541,2.78766578743753e-06
5201.54570473429,2.51445177962258e-06
5217.38107016318,2.23871939726724e-06
5233.21643559207,2.00531583714511e-06
5249.05180102095,1.84563167686682e-06
5264.88716644984,1.74591488948126e-06
5280.72253187873,1.66168314447517e-06
5296.55789730761,1.56624204221308e-06
5312.3932627365,1.47093724916285e-06
5328.22862816538,1.39707649428428e-06
5344.06399359427,1.34203305583094e-06
5359.89935902316,1.28031853909204e-06
5375.73472445204,1.19190539783651e-06
5391.57008988093,1.0794419865617e-06
5407.40545530982,9.58778859383891e-07
5423.2408207387,8.49560479554794e-07
5439.07618616759,7.72862754603655e-07
5454.91155159648,7.39063680736791e-07
5470.74691702536,7.34164146947639e-07
5486.58228245425,7.28558028185613e-07
5502.41764788314,6.97721268854645e-07
5518.25301331202,6.33849310092619e-07
5534.08837874091,5.5026974242928e-07
5549.9237441698,4.73046034002889e-07
5565.75910959868,4.22505078299307e-07
5581.59447502757,4.03949339596042e-07
5597.42984045646,4.09596018066105e-07
5613.26520588534,4.27385057458783e-07
5629.10057131423,4.45894407893375e-07
5644.93593674311,4.51930157576341e-07
5660.771302172,4.33789977602034e-07
5676.60666760089,3.91645679129809e-07
5692.44203302977,3.378124864682e-07
5708.27739845866,2.84266546148503e-07
5724.11276388755,2.35290916910572e-07
5739.94812931643,1.93309558911645e-07
5755.78349474532,1.64334532271207e-07
5771.61886017421,1.52588748984284e-07
5787.45422560309,1.53823052556879e-07
5803.28959103198,1.5694003809351e-07
5819.12495646087,1.5218590149377e-07
5834.96032188975,1.39233620110153e-07
5850.79568731864,1.26244823792497e-07
5866.63105274753,1.20400507250033e-07
5882.46641817641,1.22319354401033e-07
5898.3017836053,1.27581287147029e-07
5914.13714903419,1.29323001655299e-07
5929.97251446307,1.22764582347109e-07
5945.80787989196,1.10920325833235e-07
5961.64324532084,1.03009566428492e-07
5977.47861074973,1.05308408202155e-07
5993.31397617862,1.14635931134602e-07
6009.1493416075,1.2012351512506e-07
6024.98470703639,1.1258749885685e-07
6040.82007246528,9.35233490077281e-08
6056.65543789416,7.322252498176e-08
6072.49080332305,6.19909231587022e-08
6088.32616875194,6.43360174339301e-08
6104.16153418082,7.61535002352696e-08
6119.99689960971,8.60153778314658e-08
6135.8322650386,8.55583944068248e-08
6151.66763046748,7.77304796816197e-08
6167.50299589637,6.89034900127733e-08
6183.33836132526,6.22880353495662e-08
6199.17372675414,5.90121533679207e-08
6215.00909218303,6.10389956822781e-08
6230.84445761191,6.97430923357435e-08
6246.6798230408,8.00464708260678e-08
6262.51518846969,8.12850168534661e-08
