"x1","y1","x0","y0","estimate0","estimate1"
144.709348208452,1.04488498803276e-08,143.864012974144,6.03641571749543e-09,3327.812164226,3277.06878771292
160.56567169883,4.6251282187957e-08,159.594486504578,2.88495209133041e-08,3327.812164226,3277.06878771292
176.421995189208,1.54922490472174e-07,175.324960035012,1.01522455798182e-07,3327.812164226,3277.06878771292
192.278318679586,3.99169598401961e-07,191.055433565446,2.67751832322948e-07,3327.812164226,3277.06878771292
208.134642169964,8.08804267775114e-07,206.78590709588,5.43261270378529e-07,3327.812164226,3277.06878771292
223.990965660342,1.32720138862131e-06,222.516380626314,8.80103143087248e-07,3327.812164226,3277.06878771292
239.84728915072,1.83147630300997e-06,238.246854156748,1.19606813630186e-06,3327.812164226,3277.06878771292
255.703612641098,2.22520652686596e-06,253.977327687182,1.44612039016507e-06,3327.812164226,3277.06878771292
271.559936131475,2.50471568017609e-06,269.707801217615,1.649461965485e-06,3327.812164226,3277.06878771292
287.416259621853,2.73399166424324e-06,285.438274748049,1.85373414952652e-06,3327.812164226,3277.06878771292
303.272583112231,2.96968766317747e-06,301.168748278483,2.08482218428177e-06,3327.812164226,3277.06878771292
319.128906602609,3.21687431384552e-06,316.899221808917,2.3182315726864e-06,3327.812164226,3277.06878771292
334.985230092987,3.44494639571826e-06,332.629695339351,2.49591898217264e-06,3327.812164226,3277.06878771292
350.841553583365,3.63282725028165e-06,348.360168869785,2.59257507719945e-06,3327.812164226,3277.06878771292
366.697877073743,3.80294887310304e-06,364.090642400219,2.66022858444675e-06,3327.812164226,3277.06878771292
382.55420056412,4.01725430778573e-06,379.821115930653,2.77753937184756e-06,3327.812164226,3277.06878771292
398.410524054498,4.32860971351368e-06,395.551589461086,2.96551681856124e-06,3327.812164226,3277.06878771292
414.266847544876,4.72932222081001e-06,411.28206299152,3.18700867181719e-06,3327.812164226,3277.06878771292
430.123171035254,5.15939913528039e-06,427.012536521954,3.41513453272561e-06,3327.812164226,3277.06878771292
445.979494525632,5.57153581730378e-06,442.743010052388,3.66549058375084e-06,3327.812164226,3277.06878771292
461.83581801601,5.97276337718716e-06,458.473483582822,3.9681258552678e-06,3327.812164226,3277.06878771292
477.692141506388,6.394474077267e-06,474.203957113256,4.33059541667828e-06,3327.812164226,3277.06878771292
493.548464996766,6.84089668808636e-06,489.93443064369,4.717220395345e-06,3327.812164226,3277.06878771292
509.404788487143,7.27543642891419e-06,505.664904174124,5.05681729307108e-06,3327.812164226,3277.06878771292
525.261111977521,7.64456897362499e-06,521.395377704558,5.29649002253194e-06,3327.812164226,3277.06878771292
541.117435467899,7.91549171947081e-06,537.125851234991,5.45619618104771e-06,3327.812164226,3277.06878771292
556.973758958277,8.11452211310573e-06,552.856324765425,5.61052255786719e-06,3327.812164226,3277.06878771292
572.830082448655,8.31425085066035e-06,568.586798295859,5.81431950434449e-06,3327.812164226,3277.06878771292
588.686405939033,8.54874764023644e-06,584.317271826293,6.0556777177204e-06,3327.812164226,3277.06878771292
604.542729429411,8.77747513657167e-06,600.047745356727,6.27238684321316e-06,3327.812164226,3277.06878771292
620.399052919789,8.94827752607992e-06,615.778218887161,6.40535499058155e-06,3327.812164226,3277.06878771292
636.255376410167,9.05232391579948e-06,631.508692417595,6.44601988061234e-06,3327.812164226,3277.06878771292
652.111699900544,9.12235414607656e-06,647.239165948028,6.44717181651021e-06,3327.812164226,3277.06878771292
667.968023390922,9.20471232870972e-06,662.969639478462,6.49410538180966e-06,3327.812164226,3277.06878771292
683.8243468813,9.33190465951555e-06,678.700113008896,6.63029127650528e-06,3327.812164226,3277.06878771292
699.680670371678,9.50334225461215e-06,694.43058653933,6.81553901174121e-06,3327.812164226,3277.06878771292
715.536993862056,9.6842591502797e-06,710.161060069764,6.95383214127795e-06,3327.812164226,3277.06878771292
731.393317352434,9.82258494517986e-06,725.891533600198,6.97276642464819e-06,3327.812164226,3277.06878771292
747.249640842812,9.89090778828208e-06,741.622007130632,6.89407911460971e-06,3327.812164226,3277.06878771292
763.10596433319,9.92745847942368e-06,757.352480661066,6.81523427473923e-06,3327.812164226,3277.06878771292
778.962287823568,1.00018077634702e-05,773.0829541915,6.81096503312112e-06,3327.812164226,3277.06878771292
794.818611313945,1.01320344359e-05,788.813427721933,6.86893534230431e-06,3327.812164226,3277.06878771292
810.674934804323,1.02730878824073e-05,804.543901252367,6.93136593044217e-06,3327.812164226,3277.06878771292
826.531258294701,1.03786908933467e-05,820.274374782801,6.97143603139295e-06,3327.812164226,3277.06878771292
842.387581785079,1.04236579119898e-05,836.004848313235,7.00857839178075e-06,3327.812164226,3277.06878771292
858.243905275457,1.03867552983154e-05,851.735321843669,7.07249871423896e-06,3327.812164226,3277.06878771292
874.100228765835,1.02630992958977e-05,867.465795374103,7.16479426653426e-06,3327.812164226,3277.06878771292
889.956552256213,1.00907022256743e-05,883.196268904537,7.25352247457163e-06,3327.812164226,3277.06878771292
905.812875746591,9.96435352152784e-06,898.926742434971,7.31866923169066e-06,3327.812164226,3277.06878771292
921.669199236968,1.00189474950025e-05,914.657215965404,7.40352594602512e-06,3327.812164226,3277.06878771292
937.525522727346,1.0336904356968e-05,930.387689495838,7.59382037628082e-06,3327.812164226,3277.06878771292
953.381846217724,1.08342510660969e-05,946.118163026272,7.9300470390314e-06,3327.812164226,3277.06878771292
969.238169708102,1.12975758764226e-05,961.848636556706,8.34917557847812e-06,3327.812164226,3277.06878771292
985.09449319848,1.15772253583343e-05,977.57911008714,8.71653501729942e-06,3327.812164226,3277.06878771292
1000.95081668886,1.16968781898544e-05,993.309583617574,8.9144818671071e-06,3327.812164226,3277.06878771292
1016.80714017924,1.17722606167098e-05,1009.04005714801,8.91860958545093e-06,3327.812164226,3277.06878771292
1032.66346366961,1.18987388983365e-05,1024.77053067844,8.81376351490099e-06,3327.812164226,3277.06878771292
1048.51978715999,1.20988072299336e-05,1040.50100420888,8.7383362351794e-06,3327.812164226,3277.06878771292
1064.37611065037,1.23107173220404e-05,1056.23147773931,8.79525627666215e-06,3327.812164226,3277.06878771292
1080.23243414075,1.24534932771953e-05,1071.96195126974,9.01054646205345e-06,3327.812164226,3277.06878771292
1096.08875763112,1.25353224425731e-05,1087.69242480018,9.3672496561556e-06,3327.812164226,3277.06878771292
1111.9450811215,1.26501991979269e-05,1103.42289833061,9.83049546578711e-06,3327.812164226,3277.06878771292
1127.80140461188,1.28488769304613e-05,1119.15337186104,1.03133082373715e-05,3327.812164226,3277.06878771292
1143.65772810226,1.30734400778955e-05,1134.88384539148,1.06730131853114e-05,3327.812164226,3277.06878771292
1159.51405159264,1.32391302145233e-05,1150.61431892191,1.08104713500447e-05,3327.812164226,3277.06878771292
1175.37037508301,1.33546405503729e-05,1166.34479245235,1.0758879457014e-05,3327.812164226,3277.06878771292
1191.22669857339,1.35028388857061e-05,1182.07526598278,1.06335589866493e-05,3327.812164226,3277.06878771292
1207.08302206377,1.36949884927291e-05,1197.80573951321,1.05283983866654e-05,3327.812164226,3277.06878771292
1222.93934555415,1.38364179464612e-05,1213.53621304365,1.04924906752421e-05,3327.812164226,3277.06878771292
1238.79566904453,1.3860618267205e-05,1229.26668657408,1.05613617109086e-05,3327.812164226,3277.06878771292
1254.6519925349,1.38379091462868e-05,1244.99716010452,1.07622077180637e-05,3327.812164226,3277.06878771292
1270.50831602528,1.39273373255829e-05,1260.72763363495,1.10957356843275e-05,3327.812164226,3277.06878771292
